Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	tree_length
15372	-1171.399	-1297.831	126.4319	0.00740525	0.00322131	7.77784e-06	0.00149196	0.000557304	0.000281906	0.00102586	0.00261575	0.00204499	0.0137489	0.000944622	0.00278885	0.00155425	0.00141964	0.0080177	0.00104524	0.000150966	0.00513101	0.00453376	0.00251236	0.000845221	0.00322492	0.00436144	0.00234705	0.00311148	0.000557434	0.00855924	0.00747474	0.0100542	0.00548842	0.00141412	0.00306467	0.00155392	0.00150942	0.000103079	0.00649878	0.00360627	0.00482029	0.000179512	0.00328221	0.00474733	0.0269237	0.00523576	0.0265357	0.0158677	0.00343748	0.0411162	0.000808049	0.0010244	0.00055049	0.00307807	0.0965616	0.00138393	0.019844	0.0160343	0.016203	0.0671682	0.000428091	0.000232321	0.00971918	0.00666753	0.00227588	0.00484179	0.0503677	0.00309972	0.00200979	0.00839746	0.00697503	0.0440741	0.0382269	0.000621581	0.0217502	0.000261986	0.0157256	0.0185426	0.00722429	0.00303891	0.75939	1.13709	0.0915292	0.311566	0.695019	1.43881	3.20959	10.9255	1.728928	0.3805109	0.0102345	0.00445205	1.07495e-05	0.00206198	0.000770229	0.000389612	0.0014178	0.00361513	0.00282631	0.0190019	0.00130553	0.00385437	0.00214807	0.00196203	0.011081	0.00144459	0.000208644	0.00709137	0.00626594	0.00347223	0.00116815	0.00445703	0.00602778	0.00324377	0.00430026	0.000770409	0.0118294	0.0103306	0.0138955	0.00758534	0.0019544	0.00423556	0.00214761	0.00208612	0.000142462	0.00898172	0.00498409	0.00666194	0.000248096	0.00453622	0.0065611	0.0372102	0.00723615	0.036674	0.0219302	0.00475081	0.0568252	0.00111677	0.00141579	0.000760811	0.00425408	0.133454	0.00191267	0.0274256	0.0221604	0.0223936	0.0928306	0.000591649	0.000321081	0.0134325	0.00921493	0.00314541	0.00669165	0.0696112	0.004284	0.00277765	0.0116058	0.00963992	0.0609132	0.052832	0.000859064	0.0300601	0.000362081	0.0217338	0.025627	0.00998441	0.00419996	0.7235566
15408	-1180.529	-1306.26	125.7309	0.00909653	0.00180776	0.000277209	0.0106456	0.00481844	0.000875173	0.00376124	0.00614332	0.000644406	0.0111238	0.00246148	0.00919741	0.00431674	0.00735377	0.00585158	0.00164382	0.00133892	0.014454	0.0151056	0.00444445	0.00919433	0.0026305	0.013596	0.00468592	0.0011497	0.0017251	0.00619984	0.0226719	0.00520096	0.00161004	0.0102876	0.00752365	0.000966183	0.0077797	0.00148882	0.0495613	0.0108914	0.00937907	0.00569603	0.00664683	0.00772415	0.0249614	0.0101951	0.0609862	0.000605195	0.00784241	0.0581441	0.0130442	0.00260181	0.00238268	0.00108463	0.134945	0.00131411	0.0516115	0.0427788	0.0427435	0.073477	0.0035303	0.00646814	0.0164827	0.00463251	0.00305757	0.00230562	0.0796259	0.0055417	0.00180162	0.0190644	0.0404905	0.110477	0.0731647	0.000172705	0.0191281	0.00116564	0.00434737	0.108741	0.0192292	0.00293009	1.14184	0.919182	0.170757	0.422308	0.764193	1.30857	2.36794	5.85628	1.278035	0.7077868	0.00672301	0.00133607	0.000204878	0.00786788	0.00356118	0.000646818	0.00277984	0.00454037	0.000476264	0.00822128	0.00181922	0.00679757	0.00319039	0.00543498	0.00432475	0.0012149	0.000989563	0.0106826	0.0111642	0.00328477	0.00679529	0.00194413	0.0100485	0.00346324	0.000849717	0.00127498	0.00458214	0.0167562	0.00384389	0.00118994	0.00760332	0.00556053	0.000714081	0.00574977	0.00110035	0.0366294	0.00804955	0.00693183	0.00420979	0.0049125	0.00570872	0.0184483	0.00753495	0.0450733	0.000447284	0.00579612	0.0429728	0.00964066	0.00192293	0.00176098	0.000801621	0.0997341	0.000971227	0.0381447	0.0316167	0.0315906	0.054305	0.00260915	0.00478043	0.0121819	0.00342377	0.00225977	0.00170402	0.0588494	0.00409573	0.00133153	0.01409	0.0299255	0.0816504	0.0540741	0.000127642	0.0141371	0.000861497	0.00321303	0.080368	0.0142118	0.00216555	1.353044
15444	-1176.489	-1302.972	126.483	0.00506342	0.0123905	0.0056043	0.00878134	0.0025882	0.000117471	0.00361013	0.00380211	4.1915e-06	0.01551	0.00600653	0.00224666	0.00246121	0.00568707	0.00529042	0.00592716	0.00197698	0.00213571	0.00372207	0.00475205	0.00333018	0.00421073	0.00714378	0.00318934	0.00698386	0.000203032	0.0013621	0.00463446	0.000589832	0.00151203	0.00360209	0.00213714	0.000249107	0.00443335	0.00164117	0.0273131	0.00693236	0.00980986	0.00472508	0.000464606	0.0104142	0.041656	0.00310304	0.0355041	0.00132147	0.00346742	0.0285444	0.00112456	0.00357172	0.00270192	0.00425946	0.0965602	0.00387515	0.0337044	0.0111933	0.0421066	0.0742319	0.0118946	0.00787159	0.0141254	0.00341863	0.00512688	0.0213566	0.0382266	0.00374207	0.00780886	0.0184695	0.0153391	0.116652	0.0476784	0.00145419	0.0194535	0.0167692	0.0200281	0.00536154	0.0117545	0.00100193	0.794947	1.11683	0.139859	0.383134	0.741333	1.34892	2.61005	7.15007	1.422365	0.4055528	0.00518253	0.012682	0.00573612	0.0089879	0.00264908	0.000120234	0.00369505	0.00389154	4.2901e-06	0.0158748	0.00614782	0.00229951	0.0025191	0.00582084	0.00541486	0.00606658	0.00202348	0.00218595	0.00380962	0.00486383	0.00340852	0.00430978	0.00731182	0.00326436	0.00714814	0.000207808	0.00139414	0.00474347	0.000603707	0.0015476	0.00368682	0.00218741	0.000254967	0.00453763	0.00167977	0.0279556	0.00709543	0.0100406	0.00483622	0.000475535	0.0106592	0.0426359	0.00317603	0.0363392	0.00135255	0.00354898	0.0292158	0.00115101	0.00365573	0.00276547	0.00435965	0.0988315	0.00396631	0.0344973	0.0114566	0.0430971	0.075978	0.0121744	0.00805675	0.0144577	0.00349905	0.00524747	0.021859	0.0391258	0.0038301	0.00799254	0.018904	0.0156999	0.119396	0.0487999	0.0014884	0.019911	0.0171637	0.0204992	0.00548765	0.012031	0.0010255	0.9770179
15480	-1168.722	-1294.443	125.7215	0.0333394	0.0296758	0.00189768	0.0166264	0.0019589	0.00215718	0.00537087	0.00670033	6.87389e-05	0.0501709	0.00191752	0.00718817	0.00322352	0.0323874	0.0113971	0.00122968	0.000517677	0.00129326	0.00494371	0.00780619	0.0072094	0.00730395	0.0173378	0.0127761	0.0178868	0.00195754	0.0220574	0.0190554	0.00567719	0.00173754	0.0134742	0.00275797	0.00363941	0.00271376	0.00787567	0.0483035	8.20728e-05	0.0188278	0.00389274	0.0038806	0.0155912	0.0620584	0.00138893	0.0267018	0.0280707	0.00179406	0.059434	0.00327436	0.000149334	0.00121641	0.0127624	0.20086	0.00468226	0.0414997	0.0100674	0.0552718	0.147682	0.0159307	0.0107012	0.0412722	0.0145904	0.0139243	0.0395532	0.0935423	0.00375247	0.00929351	0.0154968	0.0209733	0.117843	0.0777401	0.00375611	0.024652	0.0308059	0.0488667	0.013167	0.102071	0.00220286	0.876208	1.07053	0.243138	0.50174	0.806408	1.24007	1.99306	4.11289	1.02251	0.4663421	0.0184098	0.0163868	0.00104789	0.00918099	0.00108169	0.00119118	0.00296577	0.00369989	3.79572e-05	0.0277041	0.00105884	0.00396927	0.00178001	0.0178842	0.00629343	0.000679023	0.000285859	0.000714133	0.00272989	0.00431053	0.00398099	0.0040332	0.00957383	0.00705492	0.00987697	0.00108094	0.01218	0.0105223	0.00313492	0.000959457	0.00744037	0.00152294	0.00200966	0.00149852	0.0043489	0.0266729	4.53201e-05	0.0103966	0.00214955	0.00214284	0.00860939	0.0342683	0.000766962	0.0147446	0.0155005	0.00099067	0.0328192	0.00180808	8.24613e-05	0.000671696	0.00704732	0.110914	0.00258552	0.0229159	0.00555916	0.0305208	0.0815489	0.00879683	0.00590915	0.0227903	0.00805675	0.00768894	0.021841	0.0516535	0.0020721	0.00513183	0.00855726	0.0115813	0.0650721	0.0429277	0.0020741	0.0136127	0.0170109	0.0269839	0.00727076	0.056363	0.0012164	1.810956
15516	-1175.681	-1301.843	126.1622	0.0103569	0.111047	0.00378383	0.00318751	0.00989887	0.00111189	0.00814488	0.00209239	0.000601798	0.0263679	0.000595685	9.37159e-05	0.000846092	0.0143301	0.0293184	0.00331945	0.000384351	0.000681286	0.00997338	0.00326248	0.00522509	0.0166214	0.00439996	0.00998525	0.00285299	0.000298075	0.0155548	0.0451861	0.0122909	0.00323811	0.0134651	0.00730405	0.00134938	0.0044355	0.00757139	0.0310888	0.000114611	0.00137328	0.00228389	0.0282655	0.0101893	0.0487209	0.00585633	0.0585425	0.0474707	0.0138084	0.0974224	0.00371673	0.0014823	0.0161279	0.00467034	0.164055	0.00200642	0.0174832	0.043267	0.096261	0.162493	0.0137658	0.0120876	0.0203981	0.00141095	0.00207536	0.0375795	0.0479737	0.00486614	0.00441725	0.033897	0.0675729	0.0499199	0.15166	0.00817299	0.0199504	0.0320383	0.0339048	0.0153423	0.196501	0.00278419	0.570738	1.24458	0.366044	0.61254	0.858203	1.16523	1.63255	2.73191	0.7266847	0.2612831	0.00517275	0.0554629	0.00188984	0.00159201	0.00494401	0.000555334	0.00406798	0.00104505	0.000300569	0.0131695	0.000297516	4.68066e-05	0.000422582	0.00715721	0.0146431	0.00165791	0.000191965	0.00034027	0.00498122	0.00162945	0.00260968	0.0083016	0.00219757	0.00498715	0.00142493	0.000148874	0.00776889	0.0225683	0.0061387	0.00161728	0.00672516	0.00364802	0.000673953	0.00221532	0.00378155	0.0155274	5.72425e-05	0.000685887	0.00114069	0.0141173	0.00508908	0.0243337	0.00292496	0.0292392	0.0237093	0.00689665	0.0486578	0.00185633	0.000740336	0.0080551	0.00233261	0.0819378	0.00100211	0.00873202	0.0216098	0.0480777	0.0811575	0.00687536	0.00603716	0.0101879	0.000704699	0.00103654	0.0187691	0.0239606	0.00243041	0.0022062	0.0169299	0.0337494	0.0249326	0.0757468	0.00408201	0.00996425	0.0160016	0.0169338	0.00766274	0.0981429	0.00139057	2.002194
15552	-1172.881	-1299.005	126.1241	0.0162662	0.0452623	0.0139741	0.00776022	0.00141235	0.000356505	0.00222104	0.0134285	0.00402933	0.00867099	0.00179295	0.00140819	0.00423601	0.00639878	0.00845467	0.00648623	0.00586648	0.00341846	0.00866614	0.0046417	0.00570868	0.00596334	0.0127738	0.0070536	0.00115964	0.000953056	0.018496	0.00920996	0.00270383	0.00242809	0.0124155	0.000426516	0.00997735	0.00415398	0.00482898	0.0395034	0.000226907	0.00636441	0.00437048	0.00412711	0.00971021	0.0285554	0.00243539	0.0390046	0.0225802	0.00703739	0.0379993	0.00365266	0.000745082	0.00135554	0.000102115	0.111267	0.0210642	0.0168811	0.0192288	0.0567428	0.11437	0.00303053	0.00361049	0.0025625	0.00350147	0.00347747	0.0543269	0.0867023	0.00450884	0.0108254	0.0351296	0.0436416	0.149092	0.0826655	0.00852329	0.0314146	0.0125216	0.053746	0.0171606	0.0568171	0.00381102	0.841573	1.09027	0.209404	0.46649	0.788288	1.26857	2.14367	4.77547	1.130512	0.4398013	0.01101	0.0306366	0.00945861	0.00525263	0.000955975	0.000241307	0.00150335	0.00908927	0.00272732	0.00586911	0.00121359	0.000953157	0.00286722	0.00433112	0.00572268	0.00439031	0.00397083	0.00231384	0.00586582	0.00314181	0.00386401	0.00403638	0.00864613	0.00477435	0.000784921	0.000645092	0.0125194	0.00623391	0.00183013	0.00164349	0.00840362	0.000288694	0.00675334	0.00281169	0.00326858	0.0267385	0.000153586	0.00430785	0.00295823	0.0027935	0.00657252	0.0193282	0.00164844	0.0264009	0.0152838	0.00476338	0.0257205	0.00247236	0.000504321	0.000917518	6.91181e-05	0.0753127	0.0142576	0.0114262	0.0130153	0.0384073	0.0774129	0.00205127	0.00244382	0.00173447	0.00237003	0.00235378	0.0367721	0.0586859	0.00305188	0.00732736	0.0237781	0.0295395	0.100916	0.0559535	0.00576913	0.0212635	0.00847547	0.0363789	0.0116154	0.0384576	0.00257955	1.477396
15588	-1179.588	-1305.826	126.2381	0.00841007	0.00783878	0.0137883	0.006703	0.00857669	0.0026854	0.00196854	0.00664974	0.00159104	0.00919172	5.4612e-05	0.0104041	0.00239832	0.00744216	0.00989477	5.22608e-05	0.00144036	0.0217858	0.0117433	0.00398488	0.00548653	0.00244014	0.00262239	0.00248576	0.00489122	0.00256112	0.0105985	0.0287724	0.0191544	0.00956828	0.0104835	0.00486191	0.00535947	0.00738396	0.0027527	0.0367271	0.00047169	0.00667996	0.00128739	0.00360656	0.0144164	0.0279333	0.00339882	0.0292294	0.0197543	0.0145072	0.0524395	0.00533665	0.00215189	0.00625132	0.00287003	0.151414	0.00818568	0.0129766	0.0167653	0.0553515	0.113987	0.0117204	0.00487416	0.00050615	0.0293123	0.000618456	0.0410196	0.0577563	0.00350085	0.00315173	0.0319758	0.0537219	0.0880491	0.0339902	0.00699236	0.0102602	0.00253534	0.0214444	0.0203833	0.0444018	0.00164041	0.843756	1.08902	0.182863	0.436654	0.772199	1.295	2.29014	5.46857	1.228506	0.4414461	0.00642175	0.00598552	0.0105285	0.00511827	0.00654898	0.00205052	0.00150313	0.0050776	0.00121488	0.0070186	4.17005e-05	0.00794436	0.00183131	0.00568268	0.00755544	3.99053e-05	0.00109983	0.0166352	0.00896693	0.00304277	0.0041894	0.00186324	0.0020024	0.00189807	0.00373483	0.00195562	0.00809279	0.02197	0.0146259	0.00730614	0.00800498	0.00371245	0.00409238	0.00563824	0.00210191	0.0280441	0.000360172	0.00510068	0.000983024	0.00275389	0.011008	0.0213293	0.00259527	0.022319	0.015084	0.0110774	0.0400417	0.00407495	0.00164314	0.00477337	0.0021915	0.115617	0.00625041	0.00990867	0.0128016	0.0422653	0.0870379	0.00894947	0.00372181	0.000386485	0.0223823	0.00047224	0.0313217	0.0441015	0.00267317	0.0024066	0.0244161	0.0410209	0.0672324	0.0259542	0.00533922	0.00783448	0.00193593	0.0163745	0.0155642	0.0339043	0.00125258	1.309622
15624	-1172.186	-1298.244	126.058	0.0039162	0.0212006	0.0166552	0.00553339	0.00440243	0.000315974	0.00210247	0.00334025	0.000170883	0.011284	0.00432522	0.00501259	0.00508465	0.00235911	0.00854514	0.000161962	0.00169498	0.00511065	0.00106161	0.010947	0.00385892	0.00263245	0.00258312	0.00314115	0.0012949	0.00420422	0.0102674	0.0254889	0.00843729	0.00300668	0.00664165	0.0036057	0.00255115	0.00637236	0.00116012	0.00460572	0.000223898	0.00226349	0.0138804	0.00242971	0.00582108	0.00549209	0.00684262	0.0343739	0.00313145	0.000780786	0.0333795	0.00452351	2.48746e-05	0.00100373	0.00139486	0.181677	0.00706424	0.0302178	0.00186871	0.044023	0.0899754	0.00104181	0.00236142	0.00145664	0.021398	0.000489075	0.0302964	0.0260489	0.0226863	0.00241778	0.0203801	0.0197622	0.0250714	0.0429736	0.00384085	0.0236224	0.00537431	0.0185065	0.00434657	0.0804647	0.00714037	1.09598	0.945314	0.147582	0.393311	0.74742	1.33794	2.54252	6.77589	1.383499	0.6605772	0.00379055	0.0205204	0.0161209	0.00535585	0.00426118	0.000305836	0.00203502	0.00323309	0.0001654	0.010922	0.00418645	0.00485176	0.00492152	0.00228342	0.00827097	0.000156766	0.0016406	0.00494668	0.00102755	0.0105958	0.00373511	0.00254799	0.00250024	0.00304037	0.00125336	0.00406933	0.00993794	0.0246711	0.00816658	0.00291021	0.00642856	0.00349002	0.0024693	0.0061679	0.0011229	0.00445795	0.000216715	0.00219086	0.013435	0.00235175	0.00563431	0.00531588	0.00662308	0.033271	0.00303098	0.000755735	0.0323086	0.00437838	2.40765e-05	0.000971529	0.00135011	0.175849	0.00683759	0.0292483	0.00180875	0.0426105	0.0870886	0.00100838	0.00228566	0.00140991	0.0207114	0.000473384	0.0293244	0.0252132	0.0219584	0.0023402	0.0197262	0.0191281	0.024267	0.0415949	0.00371762	0.0228645	0.00520188	0.0179127	0.00420711	0.077883	0.00691128	1.033148
15660	-1176.144	-1301.242	125.0985	0.00680511	0.00309411	0.0152447	0.010867	0.00128781	0.000495478	0.00130524	0.00259123	0.00111785	0.0219647	0.00222041	0.00370924	5.44441e-05	0.0058865	0.025236	0.00449747	0.000218329	0.000496658	0.0237219	0.00282538	0.00603044	0.00749839	0.0033746	0.00952589	0.000287122	0.00604917	0.0500353	0.0110749	0.0216276	0.00712818	0.00831979	0.00785296	0.00413033	0.007775	0.00508284	0.0453357	0.00208501	0.00156542	0.00280318	0.0102725	0.0114564	0.0215422	0.00780742	0.0683643	0.0361387	0.000601056	0.0863276	0.0104595	8.34674e-05	0.00586361	0.000328136	0.150156	0.0100639	0.0672241	0.0242125	0.0343297	0.096103	0.00438391	0.00398996	0.001147	0.0312277	0.00314558	0.0129183	0.0392268	0.00526684	0.00155626	0.034654	0.0371517	0.0419345	0.0857859	0.00363426	0.0329116	0.0517172	0.0296742	0.00803983	0.105516	0.00633506	1.47719	0.728114	0.187354	0.441851	0.775055	1.29023	2.26321	5.33749	1.210963	1.155936	0.0044689	0.00203189	0.0100112	0.00713636	0.000845703	0.000325379	0.000857146	0.00170165	0.000734087	0.0144242	0.00145814	0.00243585	3.57533e-05	0.00386565	0.0165724	0.00295347	0.000143376	0.000326154	0.0155781	0.00185542	0.00396017	0.00492417	0.00221609	0.00625562	0.000188553	0.00397248	0.032858	0.00727288	0.0142028	0.00468106	0.00546359	0.00515702	0.00271237	0.00510582	0.00333789	0.0297718	0.00136922	0.00102801	0.00184084	0.00674595	0.00752341	0.0141467	0.00512711	0.0448946	0.0237322	0.000394712	0.0566911	0.0068687	5.48129e-05	0.00385062	0.000215486	0.0986069	0.00660891	0.0441459	0.0159003	0.0225442	0.0631106	0.0028789	0.00262019	0.000753235	0.0205072	0.00206569	0.00848339	0.0257602	0.00345872	0.00102199	0.0227572	0.0243974	0.0275383	0.0563353	0.00238661	0.021613	0.0339625	0.019487	0.00527973	0.0692919	0.00416022	1.522772
15696	-1195.113	-1321.451	126.337	0.00478532	0.0058871	0.00643463	0.00426183	0.00286954	0.00632365	0.00334597	0.000274186	0.000775672	0.0109899	0.00284335	0.00259977	3.48679e-06	0.0044751	0.0152655	0.000874841	0.00332082	0.00187594	0.00970619	1.50586e-05	0.00604436	0.0034549	0.00318759	0.00802539	0.00584916	0.00187602	0.00242827	0.0111327	0.00803045	0.00204365	0.00790231	0.00109155	0.00612527	0.00127514	0.00953454	0.0108523	0.00056302	0.0114816	0.00394761	0.00203418	0.00608215	0.0124159	0.00148948	0.0227822	0.00561028	0.00191923	0.0233477	0.00189809	0.000573591	0.00180574	0.00105552	0.0551843	0.00498061	0.0249979	0.00536958	0.0119567	0.0727923	0.00163252	0.00203328	0.00217596	0.0220985	0.00119781	0.0286321	0.0279751	0.00377271	0.00302693	0.0140654	0.0503626	0.0738017	0.0390786	0.000306966	0.0129315	0.021346	0.0138778	0.0091779	0.0348057	0.00359634	0.914915	1.04848	0.117399	0.351782	0.721848	1.38533	2.84267	8.51794	1.548939	0.4971858	0.00587903	0.00723263	0.0079053	0.00523589	0.00352539	0.00776895	0.0041107	0.000336852	0.000952956	0.0135017	0.00349321	0.00319396	4.28371e-06	0.0054979	0.0187545	0.00107479	0.00407981	0.0023047	0.0119246	1.85003e-05	0.00742583	0.00424453	0.00391613	0.00985964	0.00718601	0.00230479	0.00298327	0.0136771	0.00986585	0.00251074	0.00970843	0.00134103	0.00752523	0.00156658	0.0117137	0.0133326	0.000691701	0.0141058	0.00484985	0.0024991	0.00747225	0.0152536	0.00182991	0.0279892	0.00689254	0.00235788	0.0286839	0.00233191	0.000704688	0.00221845	0.00129676	0.0677969	0.00611896	0.0307113	0.00659683	0.0146894	0.0894293	0.00200564	0.00249799	0.00267328	0.0271492	0.00147158	0.0351761	0.034369	0.00463498	0.00371875	0.0172801	0.0618732	0.0906695	0.0480102	0.000377124	0.015887	0.0262247	0.0170496	0.0112756	0.0427607	0.0044183	0.8139643
15732	-1181.811	-1308.164	126.3529	0.00658934	0.0103529	0.0122683	0.00136217	0.00375422	0.0118728	0.00047755	0.00189056	0.000357316	0.0193903	0.00329316	0.00196724	0.000588932	0.0132907	0.00440116	0.00389625	0.0122484	0.00375049	0.00757643	0.000188937	0.00638384	0.018215	0.0129571	0.000436769	0.00626665	0.00741823	0.0207772	0.0128822	0.00049153	0.00391777	0.0104182	0.0018165	0.0144974	0.00394514	0.00180998	0.0276386	0.00829328	0.00744098	0.00811487	0.00385856	0.00432429	0.171376	0.0503722	0.00441498	0.00923737	0.00767019	0.0488257	0.00736019	0.0640158	0.0728593	0.00549594	0.0372972	0.039139	0.0169221	0.00385589	0.00749224	0.0245103	0.031838	0.00928866	0.023942	0.0373453	0.00317564	0.00267235	0.032308	0.00624685	0.0129926	0.0143036	0.000263035	0.0318083	0.0108214	0.00311247	0.00185062	0.00072792	0.00338125	0.0385416	0.0761934	7.19993e-05	0.844216	1.08876	0.182605	0.436353	0.772033	1.29528	2.29172	5.4763	1.229528	0.4417929	0.00543159	0.0085339	0.0101128	0.00112284	0.0030946	0.00978673	0.000393645	0.00155839	0.000294535	0.0159834	0.00271455	0.00162159	0.000485457	0.0109556	0.00362787	0.00321168	0.0100963	0.00309153	0.00624525	0.00015574	0.0052622	0.0150146	0.0106805	0.000360028	0.0051656	0.00611485	0.0171267	0.0106188	0.000405168	0.00322942	0.00858775	0.00149734	0.0119502	0.00325198	0.00149197	0.0227825	0.00683615	0.0061336	0.00668909	0.00318061	0.00356452	0.141265	0.0415218	0.00363927	0.00761436	0.00632254	0.040247	0.006067	0.0527682	0.0600579	0.0045303	0.030744	0.0322623	0.0139489	0.00317841	0.00617585	0.0202038	0.026244	0.00765664	0.0197354	0.0307837	0.00261768	0.00220281	0.0266315	0.00514928	0.0107098	0.0117905	0.00021682	0.0262196	0.00892004	0.00256561	0.00152546	0.000600024	0.00278716	0.0317698	0.0628062	5.9349e-05	1.213151
15768	-1173.49	-1299.358	125.8679	0.0259604	0.0152129	0.00570351	0.00814812	0.00545042	0.00417869	0.00224142	0.005448	4.16812e-06	0.0209298	0.00776195	0.00184518	0.00583913	0.00738335	0.00828881	0.000627751	0.00161934	0.000323331	0.00525247	0.000448706	0.0161497	0.0099426	0.0036998	0.00948831	0.00334942	0.00268194	0.0321767	0.0554939	0.00326845	0.000192513	0.00828404	0.00110902	0.00688963	0.000594256	0.000941016	0.0806822	0.0161394	0.00145227	0.00158469	0.00237143	0.0403887	0.0135426	0.0150162	0.0570715	0.0314516	0.00982344	0.0577357	0.00742643	0.00359735	0.00235401	0.0240963	0.153202	0.0104983	0.0604601	0.0125145	0.0551713	0.072386	0.0126425	0.0144052	0.00785743	0.0296888	0.00437736	0.024274	0.0690029	0.0140894	0.00734832	0.0216078	0.0590231	0.0842376	0.0745824	0.00533001	0.0397685	0.0104549	0.00690286	0.154778	0.0913262	0.00325381	0.907645	1.05262	0.280153	0.537642	0.823984	1.21362	1.85997	3.56948	0.9200475	0.4912943	0.0148273	0.00868889	0.00325758	0.00465382	0.00311302	0.00238667	0.00128019	0.00311164	2.38063e-06	0.0119541	0.00443326	0.00105388	0.00333503	0.00421702	0.00473417	0.000358542	0.000924888	0.000184671	0.00299996	0.00025628	0.00922395	0.00567874	0.00211315	0.00541927	0.00191303	0.0015318	0.0183778	0.0316955	0.00186678	0.000109954	0.00473145	0.000633418	0.00393503	0.000339411	0.000537463	0.0460818	0.00921808	0.000829466	0.0009051	0.00135445	0.0230681	0.00773488	0.00857655	0.0325966	0.0179636	0.00561068	0.0329759	0.00424162	0.00205463	0.0013445	0.0137627	0.0875019	0.00599611	0.034532	0.0071477	0.0315112	0.0413434	0.0072208	0.00822758	0.00448779	0.0169568	0.00250014	0.0138641	0.0394112	0.00804719	0.00419701	0.0123413	0.0337112	0.0481125	0.0425979	0.00304425	0.0227139	0.00597133	0.00394259	0.0884017	0.0521612	0.00185842	1.750846
